Log file open, 01/15/23 20:41:37
[2023.01.16-02.41.40:302][  0]LogMeshReduction: Using QuadricMeshReduction for automatic static mesh reduction
[2023.01.16-02.41.40:302][  0]LogMeshReduction: Using SimplygonMeshReduction for automatic skeletal mesh reduction
[2023.01.16-02.41.40:302][  0]LogMeshReduction: Using ProxyLODMeshReduction for automatic mesh merging
[2023.01.16-02.41.40:302][  0]LogMeshReduction: No distributed automatic mesh merging module available
[2023.01.16-02.41.40:302][  0]LogMeshMerging: No distributed automatic mesh merging module available
[2023.01.16-02.41.40:378][  0]LogNetVersion: sidescroller 1.0.0, NetCL: 23058290, EngineNetVer: 30, GameNetVer: 0 (Checksum: 2740082903)
[2023.01.16-02.41.40:635][  0]LogUObjectArray: 20936 objects as part of root set at end of initial load.
[2023.01.16-02.41.40:635][  0]LogUObjectAllocator: 5786176 out of 0 bytes used by permanent object pool.
[2023.01.16-02.41.40:635][  0]LogUObjectArray: CloseDisregardForGC: 0/0 objects in disregard for GC pool
[2023.01.16-02.41.40:661][  0]LogSlate: Border
[2023.01.16-02.41.40:661][  0]LogSlate: BreadcrumbButton
[2023.01.16-02.41.40:661][  0]LogSlate: Brushes.Title
[2023.01.16-02.41.40:661][  0]LogSlate: Default
[2023.01.16-02.41.40:661][  0]LogSlate: Icons.Save
[2023.01.16-02.41.40:661][  0]LogSlate: Icons.Toolbar.Settings
[2023.01.16-02.41.40:661][  0]LogSlate: ListView
[2023.01.16-02.41.40:661][  0]LogSlate: SoftwareCursor_CardinalCross
[2023.01.16-02.41.40:661][  0]LogSlate: SoftwareCursor_Grab
[2023.01.16-02.41.40:661][  0]LogSlate: TableView.DarkRow
[2023.01.16-02.41.40:661][  0]LogSlate: TableView.Row
[2023.01.16-02.41.40:661][  0]LogSlate: TreeView
[2023.01.16-02.41.40:851][  0]LogNiagaraDebuggerClient: Niagara Debugger Client Initialized | Session: 9E417758402A2416953126B6F4843592 | Instance: D10DEF4C4FAE34C4A7317E960FD70462 (DESKTOP-HIS9QKT-23608).
[2023.01.16-02.41.40:931][  0]LogTurnkeySupport: Completed device detection: Code = 0
[2023.01.16-02.41.41:004][  0]LogAudio: Display: Registering Engine Module Parameter Interfaces...
[2023.01.16-02.41.41:019][  0]LogMetasoundEngine: MetaSound Engine Initialized
[2023.01.16-02.41.41:108][  0]LogTcpMessaging: Initializing TcpMessaging bridge
[2023.01.16-02.41.41:152][  0]LogUdpMessaging: Initializing bridge on interface 0.0.0.0:0 to multicast group 230.0.0.1:6666.
[2023.01.16-02.41.41:154][  0]LogUdpMessaging: Display: Added local interface '10.37.95.64' to multicast group '230.0.0.1:6666'
[2023.01.16-02.41.41:320][  0]LogPython: Using Python 3.9.7
[2023.01.16-02.41.42:064][  0]LogAndroidPermission: UAndroidPermissionCallbackProxy::GetInstance
[2023.01.16-02.41.42:079][  0]LogAudioCaptureCore: Display: No Audio Capture implementations found. Audio input will be silent.
[2023.01.16-02.41.42:079][  0]LogAudioCaptureCore: Display: No Audio Capture implementations found. Audio input will be silent.
[2023.01.16-02.41.42:328][  0]LogOpenImageDenoise: OIDN starting up
[2023.01.16-02.41.42:350][  0]SourceControl: Source control is disabled
[2023.01.16-02.41.42:354][  0]SourceControl: Source control is disabled
[2023.01.16-02.41.42:361][  0]SourceControl: Source control is disabled
[2023.01.16-02.41.42:402][  0]LogUProjectInfo: Found projects:
[2023.01.16-02.41.42:403][  0]LogVSAccessor: Display: Unable to create Visual Studio setup instance: 80040154
[2023.01.16-02.41.42:403][  0]LogVSAccessor: Display: Unable to create Visual Studio setup instance: 80040154
[2023.01.16-02.41.42:403][  0]LogVSAccessor: Display: Unable to create Visual Studio setup instance: 80040154
[2023.01.16-02.41.42:527][  0]LogCollectionManager: Loaded 0 collections in 0.000761 seconds
[2023.01.16-02.41.42:529][  0]LogFileCache: Scanning file cache for directory 'D:/Projects/Programming/LearningUnrealEngine2DPlatoform/LearningUnrealEngine2DPlatoform/sidescroller/Saved/Collections/' took 0.00s
[2023.01.16-02.41.42:531][  0]LogFileCache: Scanning file cache for directory 'D:/Projects/Programming/LearningUnrealEngine2DPlatoform/LearningUnrealEngine2DPlatoform/sidescroller/Content/Developers/flame/Collections/' took 0.00s
[2023.01.16-02.41.42:532][  0]LogFileCache: Scanning file cache for directory 'D:/Projects/Programming/LearningUnrealEngine2DPlatoform/LearningUnrealEngine2DPlatoform/sidescroller/Content/Collections/' took 0.00s
[2023.01.16-02.41.42:885][  0]LogEngine: Initializing Engine...
[2023.01.16-02.41.42:893][  0]LogStylusInput: Initializing StylusInput subsystem.
[2023.01.16-02.41.42:894][  0]LogStats: UGameplayTagsManager::InitializeManager -  0.000 s
[2023.01.16-02.41.42:896][  0]LogMaterial: Display: Missing cached shadermap for WireframeMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 659A670D7B11155B33FE0FA74538AE00DC88D168), compiling. Is special engine material.
[2023.01.16-02.41.42:899][  0]LogMaterial: Display: Missing cached shadermap for LevelColorationLitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 4ABC2C9B617E4C5A1CA054C0D5DCCB7323F80FAD), compiling. Is special engine material.
[2023.01.16-02.41.42:902][  0]LogMaterial: Display: Missing cached shadermap for LevelColorationUnlitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 20B27FE1E4D6668032DE64CE896209668496D669), compiling. Is special engine material.
[2023.01.16-02.41.42:905][  0]LogMaterial: Display: Missing cached shadermap for MAT_LevelColorationLitLightmapUV in PCD3D_SM6, Default, SM6 (DDC key hash: 12689C2CC98FF07D2F2171D168A44FFE5FCD93F7), compiling. Is special engine material.
[2023.01.16-02.41.42:908][  0]LogMaterial: Display: Missing cached shadermap for ShadedLevelColorationLitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: CA9635B74B6E5CE85B8A89CDC051075CCABCA393), compiling. Is special engine material.
[2023.01.16-02.41.42:911][  0]LogMaterial: Display: Missing cached shadermap for ShadedLevelColorationUnlitMateri in PCD3D_SM6, Default, SM6 (DDC key hash: EDE48AA4156A5667C76AFB7EAA77569B323E8CBE), compiling. Is special engine material.
[2023.01.16-02.41.42:979][  0]LogInit: Initializing FReadOnlyCVARCache
[2023.01.16-02.41.42:992][  0]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.01.16-02.41.43:007][  0]LogAIModule: Creating AISystem for world Untitled
[2023.01.16-02.41.43:007][  0]LogNetVersion: Set ProjectVersion to 1.0.0.0. Version Checksum will be recalculated on next use.
[2023.01.16-02.41.43:007][  0]LogInit: Texture streaming: Enabled
[2023.01.16-02.41.43:025][  0]LogAnalytics: Display: [UEEditor.Rocket.Release] APIServer = https://datarouter.ol.epicgames.com/. AppVersion = 5.1.0-23058290+++UE5+Release-5.1
[2023.01.16-02.41.43:036][  0]LogAudio: Display: Initializing Audio Device Manager...
[2023.01.16-02.41.43:049][  0]LogAudio: Display: Loading Default Audio Settings Objects...
[2023.01.16-02.41.43:049][  0]LogAudio: Display: No default SoundConcurrencyObject specified (or failed to load).
[2023.01.16-02.41.43:051][  0]LogAudio: Display: AudioInfo: 'BINKA' Registered
[2023.01.16-02.41.43:052][  0]LogAudio: Display: AudioInfo: 'PCM' Registered
[2023.01.16-02.41.43:052][  0]LogAudio: Display: AudioInfo: 'ADPCM' Registered
[2023.01.16-02.41.43:052][  0]LogAudio: Display: AudioInfo: 'OGG' Registered
[2023.01.16-02.41.43:052][  0]LogAudio: Display: AudioInfo: 'OPUS' Registered
[2023.01.16-02.41.43:052][  0]LogAudio: Display: Audio Device Manager Initialized
[2023.01.16-02.41.43:052][  0]LogAudio: Display: Creating Audio Device:                 Id: 1, Scope: Shared, Realtime: True
[2023.01.16-02.41.43:052][  0]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2023.01.16-02.41.43:052][  0]LogAudioMixer: Display: 	Sample Rate:						  48000
[2023.01.16-02.41.43:052][  0]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2023.01.16-02.41.43:052][  0]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2023.01.16-02.41.43:052][  0]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2023.01.16-02.41.43:052][  0]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2023.01.16-02.41.43:052][  0]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2023.01.16-02.41.43:052][  0]LogAudio: Display: AudioDevice MaxSources: 32
[2023.01.16-02.41.43:052][  0]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2023.01.16-02.41.43:052][  0]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2023.01.16-02.41.43:052][  0]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2023.01.16-02.41.43:057][  0]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2023.01.16-02.41.43:079][  0]LogAudioMixer: Display: Using Audio Hardware Device Headset Earphone (HyperX Virtual Surround Sound)
[2023.01.16-02.41.43:079][  0]LogAudioMixer: Display: Initializing Sound Submixes...
[2023.01.16-02.41.43:082][  0]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2023.01.16-02.41.43:082][  0]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2023.01.16-02.41.43:083][  0]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=1
[2023.01.16-02.41.43:083][  0]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=1
[2023.01.16-02.41.43:084][  0]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=1
[2023.01.16-02.41.43:084][  0]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=1
[2023.01.16-02.41.43:084][  0]LogInit: FAudioDevice initialized.
[2023.01.16-02.41.43:084][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'Untitled'.
[2023.01.16-02.41.43:096][  0]LogCsvProfiler: Display: Metadata set : largeworldcoordinates="1"
[2023.01.16-02.41.43:102][  0]LogLiveCoding: Display: Starting LiveCoding
[2023.01.16-02.41.43:102][  0]LogLiveCoding: Display: LiveCodingConsole Arguments: UnrealEditor Win64 Development
[2023.01.16-02.41.43:103][  0]LogLiveCoding: Display: First instance in process group "UE_sidescroller_0x69ad663f", spawning console
[2023.01.16-02.41.43:108][  0]LogLiveCoding: Display: Waiting for server
[2023.01.16-02.41.43:565][  0]LogLiveCoding: Display: Successfully initialized, removing startup thread
[2023.01.16-02.41.43:578][  0]LogInit: Transaction tracking system initialized
[2023.01.16-02.41.43:600][  0]LogSourceControl: Uncontrolled asset enumeration started...
[2023.01.16-02.41.43:603][  0]LogSourceControl: Uncontrolled asset enumeration finished in 0.002452 seconds (Found 115 uncontrolled assets)
[2023.01.16-02.41.43:629][  0]BlueprintLog: New page: Editor Load
[2023.01.16-02.41.43:762][  0]LocalizationService: Localization service is disabled
[2023.01.16-02.41.43:789][  0]TimingProfiler: Initialize
[2023.01.16-02.41.43:789][  0]TimingProfiler: OnSessionChanged
[2023.01.16-02.41.43:789][  0]LoadingProfiler: Initialize
[2023.01.16-02.41.43:789][  0]LoadingProfiler: OnSessionChanged
[2023.01.16-02.41.43:789][  0]NetworkingProfiler: Initialize
[2023.01.16-02.41.43:789][  0]NetworkingProfiler: OnSessionChanged
[2023.01.16-02.41.43:789][  0]MemoryProfiler: Initialize
[2023.01.16-02.41.43:789][  0]MemoryProfiler: OnSessionChanged
[2023.01.16-02.41.43:901][  0]LogVSAccessor: Display: Unable to create Visual Studio setup instance: 80040154
[2023.01.16-02.41.43:901][  0]LogVSAccessor: Display: Unable to create Visual Studio setup instance: 80040154
[2023.01.16-02.41.43:902][  0]LogVSAccessor: Display: Unable to create Visual Studio setup instance: 80040154
[2023.01.16-02.41.44:012][  0]LogFileCache: Scanning file cache for directory 'D:/Projects/Programming/LearningUnrealEngine2DPlatoform/LearningUnrealEngine2DPlatoform/sidescroller/Content/' took 0.00s
[2023.01.16-02.41.44:087][  0]LogEditorDomain: Display: Class /Script/AnimationData.AnimationSequencerDataModel is imported by a package but does not exist in memory. EditorDomain keys for packages using it will be invalid if it still exists.
	To clear this message, resave packages that use the deleted class, or load its module earlier than the packages that use it are referenced.
[2023.01.16-02.41.44:235][  0]LogLevelSequenceEditor: LevelSequenceEditor subsystem initialized.
[2023.01.16-02.41.44:305][  0]LogInit: Display: Engine is initialized. Leaving FEngineLoop::Init()
[2023.01.16-02.41.44:309][  0]SourceControl: Source control is disabled
[2023.01.16-02.41.44:309][  0]LogUnrealEdMisc: Loading editor; pre map load, took 7.592
[2023.01.16-02.41.44:309][  0]Cmd: MAP LOAD FILE="../../../Engine/Content/Maps/Templates/OpenWorld.umap" TEMPLATE=1 SHOWPROGRESS=1 FEATURELEVEL=4
[2023.01.16-02.41.44:309][  0]LightingResults: New page: Lighting Build
[2023.01.16-02.41.44:313][  0]LogWorld: UWorld::CleanupWorld for Untitled, bSessionEnded=true, bCleanupResources=true
[2023.01.16-02.41.44:314][  0]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.16-02.41.44:314][  0]MapCheck: New page: Map Check
[2023.01.16-02.41.44:314][  0]LightingResults: New page: Lighting Build
[2023.01.16-02.41.44:320][  0]LogAudio: Display: Audio Device unregistered from world 'None'.
[2023.01.16-02.41.44:323][  0]LogUObjectHash: Compacting FUObjectHashTables data took   0.48ms
[2023.01.16-02.41.44:329][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'Untitled_1'.
[2023.01.16-02.41.44:329][  0]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.01.16-02.41.44:329][  0]LogAIModule: Creating AISystem for world Untitled_1
[2023.01.16-02.41.44:330][  0]LogWorldPartition: ULevel::OnLevelLoaded(Untitled_1)(bIsOwningWorldGameWorld=0, bIsOwningWorldPartitioned=1, bIsValidLevelInstance=0, InitializeForMainWorld=1, InitializeForEditor=0, InitializeForGame=0)
[2023.01.16-02.41.44:330][  0]LogWorldPartition: Display: WorldPartition initialize started...
[2023.01.16-02.41.44:330][  0]LogWorldPartition: UWorldPartition::Initialize(Asset=Untitled_1, IsEditor=1, bPIEWorldTravel=0 IsGame=0, IsCooking=0)
[2023.01.16-02.41.44:636][  0]LogContentBundle: [Container: Untitled_1] Creating new contrainer.
[2023.01.16-02.41.44:636][  0]LogWorldPartition: Display: WorldPartition initialize took 306 ms
[2023.01.16-02.41.45:031][  0]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2023.01.16-02.41.45:124][  0]LogUObjectHash: Compacting FUObjectHashTables data took   0.38ms
[2023.01.16-02.41.45:125][  0]Cmd: MAP CHECKDEP NOCLEARLOG
[2023.01.16-02.41.45:135][  0]MapCheck: Map check complete: 0 Error(s), 0 Warning(s), took 10.465ms to complete.
[2023.01.16-02.41.45:135][  0]LogFileHelpers: Loading map 'OpenWorld' took 0.826
[2023.01.16-02.41.45:142][  0]LogUnrealEdMisc: Total Editor Startup Time, took 8.425
[2023.01.16-02.41.45:142][  0]LogShaderCompilers: Display: ================================================
[2023.01.16-02.41.45:142][  0]LogShaderCompilers: Display: === FShaderJobCache stats ===
[2023.01.16-02.41.45:142][  0]LogShaderCompilers: Display: Total job queries 0, among them cache hits 0 (0.00%)
[2023.01.16-02.41.45:142][  0]LogShaderCompilers: Display: Tracking 0 distinct input hashes that result in 0 distinct outputs (0.00%)
[2023.01.16-02.41.45:142][  0]LogShaderCompilers: Display: RAM used: 0.00 MB (0.00 GB) of 3276.80 MB (3.20 GB) budget. Usage: 0.00%
[2023.01.16-02.41.45:142][  0]LogShaderCompilers: Display: === Shader Compilation stats ===
[2023.01.16-02.41.45:142][  0]LogShaderCompilers: Display: Shaders Compiled: 0
[2023.01.16-02.41.45:142][  0]LogShaderCompilers: Display: Jobs assigned 0, completed 0 (0.00%)
[2023.01.16-02.41.45:142][  0]LogShaderCompilers: Display: Time at least one job was in flight (either pending or executed): 0.00 s
[2023.01.16-02.41.45:142][  0]LogShaderCompilers: Display: ================================================
[2023.01.16-02.41.45:263][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.16-02.41.45:267][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.16-02.41.45:271][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.16-02.41.45:274][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.16-02.41.45:288][  0]LogPakFile: Display: Mounted Pak file 'D:/Games/EpicGamesLibrary/UE_5.1/FeaturePacks/StarterContent.upack', mount point: 'root:/'
[2023.01.16-02.41.45:288][  0]LogPakFile: Display: Mounted Pak file 'D:/Games/EpicGamesLibrary/UE_5.1/FeaturePacks/TP_FirstPerson.upack', mount point: 'root:/'
[2023.01.16-02.41.45:289][  0]LogPakFile: Display: Mounted Pak file 'D:/Games/EpicGamesLibrary/UE_5.1/FeaturePacks/TP_FirstPersonBP.upack', mount point: 'root:/'
[2023.01.16-02.41.45:289][  0]LogPakFile: Display: Mounted Pak file 'D:/Games/EpicGamesLibrary/UE_5.1/FeaturePacks/TP_HandheldARBP.upack', mount point: 'root:/'
[2023.01.16-02.41.45:290][  0]LogPakFile: Display: Mounted Pak file 'D:/Games/EpicGamesLibrary/UE_5.1/FeaturePacks/TP_ThirdPerson.upack', mount point: 'root:/'
[2023.01.16-02.41.45:291][  0]LogPakFile: Display: Mounted Pak file 'D:/Games/EpicGamesLibrary/UE_5.1/FeaturePacks/TP_ThirdPersonBP.upack', mount point: 'root:/'
[2023.01.16-02.41.45:291][  0]LogPakFile: Display: Mounted Pak file 'D:/Games/EpicGamesLibrary/UE_5.1/FeaturePacks/TP_TopDown.upack', mount point: 'root:/'
[2023.01.16-02.41.45:292][  0]LogPakFile: Display: Mounted Pak file 'D:/Games/EpicGamesLibrary/UE_5.1/FeaturePacks/TP_TopDownBP.upack', mount point: 'root:/'
[2023.01.16-02.41.45:292][  0]LogPakFile: Display: Mounted Pak file 'D:/Games/EpicGamesLibrary/UE_5.1/FeaturePacks/TP_VehicleAdvBP.upack', mount point: 'root:/'
[2023.01.16-02.41.45:293][  0]LogPakFile: Display: Mounted Pak file 'D:/Games/EpicGamesLibrary/UE_5.1/FeaturePacks/TP_VirtualRealityBP.upack', mount point: 'root:/'
[2023.01.16-02.41.45:459][  0]LogSlate: Took 0.000358 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Regular.ttf' (155K)
[2023.01.16-02.41.45:462][  0]LogSlate: Took 0.000230 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Bold.ttf' (160K)
[2023.01.16-02.41.45:464][  0]LogSlate: Took 0.000208 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Italic.ttf' (157K)
[2023.01.16-02.41.45:464][  0]LogSlate: Took 0.000129 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/DroidSansMono.ttf' (77K)
[2023.01.16-02.41.45:477][  0]LogViewport: Scene viewport resized to 1526x585, mode Windowed.
[2023.01.16-02.41.45:824][  0]LogStall: Startup...
[2023.01.16-02.41.45:826][  0]LogStall: Startup complete.
[2023.01.16-02.41.45:835][  0]LogLoad: (Engine Initialization) Total time: 9.12 seconds
[2023.01.16-02.41.45:836][  0]LogLoad: (Engine Initialization) Total Blueprint compile time: 0.00 seconds
[2023.01.16-02.41.45:858][  0]LogAssetRegistry: Asset discovery search completed in 6.2942 seconds
[2023.01.16-02.41.45:864][  0]LogCollectionManager: Fixed up redirectors for 0 collections in 0.000005 seconds (updated 0 objects)
[2023.01.16-02.41.45:985][  0]LogTurnkeySupport: Turnkey Device: Win64@DESKTOP-HIS9QKT: (Name=DESKTOP-HIS9QKT, Type=Computer, Status=Valid, , Flags="Device_InstallSoftwareValid")
[2023.01.16-02.41.45:987][  0]LogContentStreaming: Texture pool size now 1000 MB
[2023.01.16-02.43.38:444][938]LogDerivedDataCache: C:/Users/flame/AppData/Local/UnrealEngine/Common/DerivedDataCache: Maintenance finished in +00:00:00.065 and deleted 0 files with total size 0 MiB. Scanned 762 files in 760 folders with total size 9 MiB.
[2023.01.16-02.44.52:358][345]LogInterchangeEngine: [Pending] Importing
[2023.01.16-02.44.52:359][345]LogInterchangeEngine: [Pending] Importing -  (2)
[2023.01.16-02.44.52:359][345]LogInterchangeEngine: [Pending] Importing -  (3)
[2023.01.16-02.44.52:359][345]LogInterchangeEngine: [Pending] Importing -  (4)
[2023.01.16-02.44.52:359][345]LogInterchangeEngine: [Pending] Importing -  (5)
[2023.01.16-02.44.52:359][345]LogInterchangeEngine: [Pending] Importing -  (6)
[2023.01.16-02.44.52:378][346]LogInterchangeEngine: [Pending] Importing -  (6)
[2023.01.16-02.44.52:475][346]LogTexture: Display: Building textures: /Game/Fall/T_UE4Robot_Fall_D.T_UE4Robot_Fall_D (TFO_AutoDXT, 128x64 x1x1x1) (Required Memory Estimate: 1.35409 MB), EncodeSpeed: Fast
[2023.01.16-02.44.52:476][346]LogTexture: Display: Building textures: /Game/Jump/T_UE4Robot_Jump_D.T_UE4Robot_Jump_D (TFO_AutoDXT, 128x64 x1x1x1) (Required Memory Estimate: 1.35409 MB), EncodeSpeed: Fast
[2023.01.16-02.44.52:516][347]LogTexture: Display: Building textures: /Game/Run/T_UE4Robot_Run_D.T_UE4Robot_Run_D (TFO_AutoDXT, 320x128 x1x1x1) (Required Memory Estimate: 6.520795 MB), EncodeSpeed: Fast
[2023.01.16-02.44.52:518][347]LogTexture: Display: Building textures: /Game/Idle/T_UE4Robot_IdleStand_D.T_UE4Robot_IdleStand_D (TFO_AutoDXT, 256x128 x1x1x1) (Required Memory Estimate: 5.22909 MB), EncodeSpeed: Fast
[2023.01.16-02.44.52:519][347]LogTexture: Display: Building textures: /Game/Tile/greysquare.greysquare (BGRA8, 197x196 x1x1x1) (Required Memory Estimate: 1.191734 MB), EncodeSpeed: Fast
[2023.01.16-02.44.52:621][347]LogInterchangeEngine: [Pending] Importing -  (4)
[2023.01.16-02.44.52:621][347]LogInterchangeEngine: [Pending] Importing -  (5)
[2023.01.16-02.44.52:621][347]LogInterchangeEngine: [Pending] Importing -  (4)
[2023.01.16-02.44.52:621][347]LogInterchangeEngine: [Pending] Importing -  (3)
[2023.01.16-02.44.52:621][347]LogInterchangeEngine: [Pending] Importing -  (2)
[2023.01.16-02.44.52:621][347]LogInterchangeEngine: [Pending] Importing -  (1)
[2023.01.16-02.44.52:810][347]LogInterchangeImport: Display: Auto-detected grayscale, image changed to G8
[2023.01.16-02.44.52:843][347]LogSlate: Took 0.000231 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Light.ttf' (167K)
[2023.01.16-02.44.52:856][348]LogTexture: Display: Building textures: /Game/Background/BLACK.BLACK (BGRA8, 812x419 x1x1x1) (Required Memory Estimate: 9.039406 MB), EncodeSpeed: Fast
[2023.01.16-02.44.53:149][348]LogInterchangeEngine: [Success] Import Done
[2023.01.16-02.44.53:278][349]LogInterchangeEngine: [Success] Import Done
[2023.01.16-02.45.10:717][727]LogTexture: Display: Building textures: /Game/Fall/T_UE4Robot_Fall_D.T_UE4Robot_Fall_D (BGRA8, 128x64 x1x1x1) (Required Memory Estimate: 0.302071 MB), EncodeSpeed: Fast
[2023.01.16-02.45.10:717][727]LogTexture: Display: Building textures: /Game/Idle/T_UE4Robot_IdleStand_D.T_UE4Robot_IdleStand_D (BGRA8, 256x128 x1x1x1) (Required Memory Estimate: 1.020821 MB), EncodeSpeed: Fast
[2023.01.16-02.45.10:718][727]LogTexture: Display: Building textures: /Game/Jump/T_UE4Robot_Jump_D.T_UE4Robot_Jump_D (BGRA8, 128x64 x1x1x1) (Required Memory Estimate: 0.302071 MB), EncodeSpeed: Fast
[2023.01.16-02.45.10:718][727]LogTexture: Display: Building textures: /Game/Run/T_UE4Robot_Run_D.T_UE4Robot_Run_D (BGRA8, 320x128 x1x1x1) (Required Memory Estimate: 1.26041 MB), EncodeSpeed: Fast
[2023.01.16-02.45.44:923][256]LogAssetEditorSubsystem: Opening Asset editor for Texture2D /Game/Fall/T_UE4Robot_Fall_D.T_UE4Robot_Fall_D
[2023.01.16-02.45.45:096][256]LogViewport: Scene viewport resized to 919x534, mode Windowed.
[2023.01.16-02.45.49:537][417]LogSlate: Window 'T_UE4Robot_Fall_D' being destroyed
[2023.01.16-02.45.49:544][417]LogSlate: Window 'T_UE4Robot_Fall_D' being destroyed
[2023.01.16-02.46.02:709][ 50]LogSlate: Took 0.000277 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-BoldCondensed.ttf' (158K)
[2023.01.16-02.46.02:711][ 50]LogViewport: Scene viewport resized to 815x697, mode Windowed.
[2023.01.16-02.46.02:876][ 51]LogViewport: Scene viewport resized to 696x697, mode Windowed.
[2023.01.16-02.46.02:902][ 52]LogViewport: Scene viewport resized to 687x697, mode Windowed.
[2023.01.16-02.46.28:543][263]LogSlate: Window 'Extract sprites' being destroyed
[2023.01.16-02.46.42:459][758]LogContentBrowser: Deferred new asset file creation: T_UE4Robot_Fall_D1
[2023.01.16-02.46.42:523][758]LogContentBrowser: Creating deferred item: T_UE4Robot_Fall_D1
[2023.01.16-02.46.42:550][759]LogContentBrowser: Renaming the item being created (Deferred Item: T_UE4Robot_Fall_D1).
[2023.01.16-02.46.48:619][486]LogContentBrowser: Attempting asset rename: T_UE4Robot_Fall_D1 -> manfall
[2023.01.16-02.46.48:619][486]LogContentBrowser: End creating deferred item T_UE4Robot_Fall_D1
[2023.01.16-02.46.51:864][858]LogAssetEditorSubsystem: Opening Asset editor for PaperFlipbook /Game/Fall/manfall.manfall
[2023.01.16-02.46.51:866][858]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.01.16-02.46.52:496][858]LogViewport: Scene viewport resized to 988x405, mode Windowed.
[2023.01.16-02.46.52:508][858]LogSlate: Took 0.000256 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Light.ttf' (167K)
[2023.01.16-02.46.53:344][899]LogShaderCompilers: Display: ================================================
[2023.01.16-02.46.53:344][899]LogShaderCompilers: Display: === FShaderJobCache stats ===
[2023.01.16-02.46.53:344][899]LogShaderCompilers: Display: Total job queries 80, among them cache hits 2 (2.50%)
[2023.01.16-02.46.53:344][899]LogShaderCompilers: Display: Tracking 74 distinct input hashes that result in 67 distinct outputs (90.54%)
[2023.01.16-02.46.53:344][899]LogShaderCompilers: Display: RAM used: 0.70 MB (0.00 GB) of 3276.80 MB (3.20 GB) budget. Usage: 0.02%
[2023.01.16-02.46.53:344][899]LogShaderCompilers: Display: === Shader Compilation stats ===
[2023.01.16-02.46.53:344][899]LogShaderCompilers: Display: Shaders Compiled: 3
[2023.01.16-02.46.53:344][899]LogShaderCompilers: Display: Jobs assigned 7, completed 3 (42.86%)
[2023.01.16-02.46.53:344][899]LogShaderCompilers: Display: Average time worker was idle: 292.26 s
[2023.01.16-02.46.53:344][899]LogShaderCompilers: Display: Time job spent in pending queue: average 0.06 s, longest 0.07 s
[2023.01.16-02.46.53:344][899]LogShaderCompilers: Display: Job execution time: average 0.72 s, max 0.82 s
[2023.01.16-02.46.53:344][899]LogShaderCompilers: Display: Job life time (pending + execution): average 0.77 s, max 0.85
[2023.01.16-02.46.53:344][899]LogShaderCompilers: Display: Time at least one job was in flight (either pending or executed): 1.65 s
